ref,manufacturer,company_location,review_date,country_of_bean_origin,specific_bean_origin,cocoa_percent,number_of_ingredients,ingredients,rating,characteristics,Characteristics 2,Characteristics 3,,
2326,Taste Artisan,U.S.A.,2019,Peru,Amazonas,0.75,3," B,S,C",3.25,blackberry, dirt, high roast,,
1804,Bellflower,U.S.A.,2016,Bolivia,"Alto Beni, Palos Blanco",0.7,3," B,S,C",3.25,oily, complex, pungent,,
2068,Solstice,U.S.A.,2018,India,Anamalai,0.7,3," B,S,C",3.25,molasses undertone, tangy,,,
1992,Solstice,U.S.A.,2017,Tanzania,Kilombero,0.7,3," B,S,C",3.25,sticky, strong molasses,,,
1161,Solstice,U.S.A.,2013,Peru,San Martin,0.7,3," B,S,C",3.25,molasses, grape, sour,,
502,Snake & Butterfly,U.S.A.,2010,Ecuador,Ecuador,0.68,3," B,S,C",3.25,fudgey then spicy, vanilla,,,
1880,Batch,U.S.A.,2016,Ecuador,Ecuador,0.65,3," B,S,C",3.25,sandy, floral, sweet,,
2294,Bankston,U.S.A.,2019,Tanzania,Kokoa Kamili,0.72,3," B,S,C",3.25,base cocoa, mild fruit, roasty,,
2032,Raaka,U.S.A.,2017,Haiti,"Pisa, unroasted",0.7,3," B,S,C",3.25,green,,,,
959,Raaka,U.S.A.,2012,Madagascar,Madagascar,0.75,3," B,S,C",3.25,gritty, sticky, candied,,
2530,Pollinator,U.S.A.,2020,Tanzania,Tanzania,0.7,3," B,S,C",3.25,raisins, grapes, tart,,
2486,Nuance,U.S.A.,2020,Vietnam,"Lam Dong, 2016 h., batch 20111",0.7,3," B,S,C",3.25,spicy, cocoa, hammy,,
2394,Ninth (9th) & Larkin,U.S.A.,2019,Colombia,"Sierra Nevada, batch CSN192",0.72,3," B,S,C",3.25,strong base cocoa, rubber,,,
2222,Monsoon,U.S.A.,2018,Mexico,Chiapas,0.7,3," B,S,C",3.25,chalky, powdery, molasses,,
2652,Moku,U.S.A.,2021,Dominican Republic,"Zorzal, batch 8",0.7,3," B,S,C",3.25,dark fruit, slight harsh molasses,,,
1026,Moho,U.S.A.,2013,Belize,"Toledo District, w/ nibs",0.73,3," B,S,C",3.25,basic cocoa,,,,
1538,Middlebury,U.S.A.,2015,Tanzania,Kokoa Kamili,0.75,3," B,S,C",3.25,banana, melon, fatty,,
2482,Maverick,U.S.A.,2020,Madagascar,"Akesson P., Sambirano",0.65,3," B,S,C",3.25,sweet edge, sour fruit,,,
2330,Arete,U.S.A.,2019,India,Jangareddygudem,0.7,3," B,S,C",3.25,herbs, mushroom, acidic,,
2598,Maribea,U.S.A.,2021,Brazil,"Bahia, Catongo",0.72,3," B,S,C",3.25,delicate, nutty, butterscotch,,
2262,Map Chocolate,U.S.A.,2018,Mexico,"Tabasco, ""Late for the Train"", batch 12184",0.72,3," B,S,C",3.25,sweet, spicy, dirty,,
1896,Map Chocolate,U.S.A.,2016,Vietnam,"Ben Tre, Surprise Valley",0.75,3," B,S,C",3.25,intense, sour, tart,,
2032,Manoa,U.S.A.,2017,Peru,Ucayali,0.7,3," B,S,C",3.25,sweet, fatty, fig,,
1007,Manoa,U.S.A.,2012,U.S.A.,"O'ahu Island, Winward,Maunawili district, b. 151",0.72,3," B,S,C",3.25,molasses, sweet, cocoa,,
1003,Manoa,U.S.A.,2012,Liberia,"Liberia, batch 174",0.72,3," B,S,C",3.25,molassses, intense, off, herb,
2506,Lumineux,U.S.A.,2020,Uganda,"Semuliki Forest, Latitude Trading Co, batch 100",0.68,3," B,S,C",3.25,candied, sweet cocoa, roasty,,
2502,Lumineux,U.S.A.,2020,Tanzania,"Kilombero Valley, batch 74",0.75,3," B,S,C",3.25,fatty, dominant roast, spice,,
2502,Lumineux,U.S.A.,2020,Madagascar,"Bejofo E., Sambirano, batch 115",0.73,3," B,S,C",3.25,roasted pear, cocoa, sour,,
2442,Letterpress,U.S.A.,2019,Bolivia,"Tranquilidad, beniano",0.7,3," B,S,C",3.25,spoiled milk, sweet, molasses,,
2338,Letterpress,U.S.A.,2019,Jamaica,"Bachelor's Hall, batch 0001",0.7,3," B,S,C",3.25,woody, mocha, molasses,,
1904,Arete,U.S.A.,2016,Ecuador,Costa Esmeraldas,0.7,3," B,S,C",3.25,chewy, mild floral,,,
1904,Arete,U.S.A.,2016,Ecuador,Hacienda Victoria,0.7,3," B,S,C",3.25,sticky, floral, roasty,,
1426,Kto,U.S.A.,2014,Dominican Republic,ROIG,0.72,3," B,S,C",3.25,earthy, fatty, tea,,
1426,Kto,U.S.A.,2014,Dominican Republic,Elvesia,0.72,3," B,S,C",3.25,spicy, molasses, earthy,,
1422,Kto,U.S.A.,2014,Madagascar,Sambirano Valley,0.72,3," B,S,C",3.25,strawberry, intense, sour,,
2716,Kah Kow,U.S.A.,2022,Dominican Republic,El Ramonal,0.8,3," B,S,C",3.25,dried fruit, bitter, rubbery,,
2146,Jean Marie Auboine,U.S.A.,2018,Venezuela,"Venezuela, batch 107",0.72,3," B,S,C",3.25,sandy, sweet,,,
2008,Indi,U.S.A.,2017,Vietnam,Lam Dong,0.72,3," B,S,C",3.25,molasses, roasty,,,
1748,Heirloom Cacao Preservation (Brasstown),U.S.A.,2016,Belize,"Maya Mtn, Moho R., Toledo D., 2015",0.7,3," B,S,C",3.25,pungent raisin, metallic,,,
2378,Hazel Hill,U.S.A.,2019,Tanzania,Kokoa Kamili,0.72,3," B,S,C",3.25,cocoa, fatty, fruit,,
1808,Harper Macaw,U.S.A.,2016,Brazil,"Vale do Juliana, w/ nibs",0.85,3," B,S,C",3.25,powdery, rich, coffee, roasty,
2032,Goodnow Farms,U.S.A.,2017,Peru,"Ucayali, batch 1041",0.7,3," B,S,C",3.25,creamy, fig,,,
1924,Goodnow Farms,U.S.A.,2016,Nicaragua,"El Carmen, batch 1003",0.77,3," B,S,C",3.25,mild molasses, rich, gateway,,
1924,Goodnow Farms,U.S.A.,2016,Guatemala,"Asochivite, batch 1005",0.77,3," B,S,C",3.25,sweet edge, bright fruit, sour,,
753,Fruition,U.S.A.,2011,Costa Rica,Signature Blend,0.66,3," B,S,C",3.25,cocoa, spicy, sweet,,
2708,Fresco,U.S.A.,2021,Peru,"Lamas, Oro Verde, #282, DR MC, batch 21-451",0.74,3," B,S,C",3.25,spicey, herbal, ripe, sl. burnt,
2642,Fresco,U.S.A.,2021,Ghana,"ABOCFA, #260, LR-SC, batch 20-335",0.68,3," B,S,C",3.25,coconut, high astringency,,,
2174,Fresco,U.S.A.,2018,Venezuela,"Chuao, MR, SC, batch 18-224",0.72,3," B,S,C",3.25,roasty, mild fatty,,,
1030,Fresco,U.S.A.,2013,Dominican Republic,"Conacado, #223, MR, SC, batch 13-051",0.72,3," B,S,C",3.25,mildly burnt caramel,,,,
2454,5150,U.S.A.,2019,Tanzania,"Kokoa Kamili, batch 1",0.76,3," B,S,C",3.25,rich cocoa, fatty, bready,,
697,Duffy's,U.K.,2011,Nicaragua,"Nicaliso, Xoco",0.71,3," B,S,C",3.25,intense, almond, coffee,,
2696,Dormouse,U.K.,2021,Belize,"Trio Reserve, 2020 h. batch D002",0.78,3," B,S,C",3.25,molasses notes dominate,,,,
1371,Doble & Bignall,U.K.,2014,Venezuela,"Puerto Cabello, Mantuano",0.72,3," B,S,C",3.25,fatty, rasin, nutty,,
1371,Doble & Bignall,U.K.,2014,Panama,"Panama, Raven",0.72,3," B,S,C",3.25,mild cherry, earthy,,,
1454,Chocablog,U.K.,2015,Ecuador,Ecuador,0.7,3," B,S,C",3.25,floral, earthy,,,
457,Willie's Cacao,U.K.,2009,Venezuela,Rio Caribe,0.72,3," B,S,C",3.25,creamy, earthy, nutty,,
1948,Beau Cacao,U.K.,2017,Malaysia,"Serian E., NW Borneo, b. #134/3800",0.72,3," B,S,C",3.25,smokey, woody, tobacco,,
2736,Bare Bones,U.K.,2022,Guatemala,"Rio Dulce, Xoco, batch 632",0.65,3," B,S,C",3.25,sweet, honey, earthy, cocoa,
2166,Pump Street Bakery,U.K.,2018,Solomon Islands,"Guadalcanal, Tenaru, David Natei F.",0.72,3," B,S,C",3.25,dominant savory,,,,
1223,Pump Street Bakery,U.K.,2014,Madagascar,"Akessons Estate, Sambirano, Ambanja, b. 3212",0.72,3," B,S,C",3.25,long, mellow, buttery,,
1193,Artisan du Chocolat,U.K.,2013,Trinidad,"Trinidad, Heritage, Limited ed.",0.72,3," B,S,C",3.25,gritty, nutty,,,
600,Artisan du Chocolat,U.K.,2010,Vietnam,Ba Ria Vung Tau Province,0.72,3," B,S,C",3.25,unrefined, distinct spicey,,,
600,Artisan du Chocolat,U.K.,2010,Costa Rica,Costa Rica,0.72,3," B,S,C",3.25,chewy, grassy, nutty,,
363,Artisan du Chocolat,U.K.,2009,Dominican Republic,Dominican Republic,0.72,3," B,S,C",3.25,spice, cocoa, short,,
2518,Luisa's Vegan,U.K.,2020,Papua New Guinea,Karkar Island,0.72,3," B,S,C",3.25,smoke, fruit, ham, fatty,
2048,Land,U.K.,2018,Honduras,San Pedro Sula,0.7,3," B,S,C",3.25,sandy, rich cocoa,,,
2270,Harris & James,U.K.,2019,Vietnam,"Ben Tre, batch 133",0.7,3," B,S,C",3.25,sandy, brownie, coconut,,
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Porcelana, Premier Cru, Quizas No. 1",0.74,3," B,S,C",3.25,nutty, light toffee, mild musty,,
508,Beschle (Felchlin),Switzerland,2010,Venezuela,"Carenero S., Barlovento, Grand Cru",0.7,3," B,S,C",3.25,creamy, macadamia, pepper,,
2306,Taucherli,Switzerland,2019,Mexico,Mexico,0.7,3," B,S,C",3.25,nutty, fruit, sour, floral,
341,Original Beans (Felchlin),Switzerland,2009,Bolivia,"Alto Beni, Wild Harvest, Itenez R., 60hr c.",0.68,3," B,S,C",3.25,rich cocoa, bread notes,,,
2680,Orfeve,Switzerland,2021,Peru,"Piura, Gran Blanco, 2019 Harvest, b. 7/9-2",0.75,3," B,S,C",3.25,grape, punchy, deep cocoa,,
2676,Orfeve,Switzerland,2021,Peru,"San Ignacio, 2020 Harvest, Cajamarca, b. 6/10-1",0.7,3," B,S,C",3.25,caramel, honey, roasty,,
729,Idilio (Felchlin),Switzerland,2011,Venezuela,"Choroni, Finca Torres, 48hr c.",0.72,3," B,S,C",3.25,creamy, sour, raisin,,
2334,Kaitxo,Spain,2019,Tanzania,"Morogoro, Kamili, Kilombero Valley, batch 13",0.75,3," B,S,C",3.25,base cocoa, fruit, fatty,,
919,Chocolate Tree,Scotland,2012,Madagascar,Madagascar,0.72,3," B,S,C",3.25,tart, bright fruit, sour coffee,,
1145,Amazona,Peru,2013,Peru,"LamasdelChanka, San Martin, Oro Verde coop",0.72,3," B,S,C",3.25,oily, vanilla, melon, cocoa,
1884,Shattell,Peru,2016,Peru,Tingo Maria,0.7,3," B,S,C",3.25,earthy, roasty, vegetal,,
2610,Marana,Peru,2021,Peru,"San Martin, Allima coop",0.8,3," B,S,C",3.25,smoked nuts, tang,,,
2142,Momotombo,Nicaragua,2018,Nicaragua,Nueva Waslala,0.7,3," B,S,C",3.25,fatty, floral, spicy,,
2426,Hogarth,New Zealand,2019,Venezuela,"Porcelana, Lake Maracaibo",0.68,3," B,S,C",3.25,high acid,sweet,nut,strawberry,
1712,Hogarth,New Zealand,2016,Dominican Republic,Conacado,0.75,3," B,S,C",3.25,intense, bitter, coffee,,
1530,Chocolate Makers,Netherlands,2015,Dominican Republic,Tres Hombres,0.75,3," B,S,C",3.25,earthy, coffee, mild, tang,
2112,Soeka,Netherlands,2018,Sulawesi,Sulawesi,0.66,3," B,S*,C",3.25,nuts, fruit, cocoa,,
2418,Naive,Lithuania,2019,El Salvador,"Finca Concepcion, nano-lot",0.7,3," B,S,C",3.25,bold, savory, creamy,,
1169,Wilkie's Organic,Ireland,2013,Peru,Tumbes,0.75,3," B,S,C",3.25,sandy, sweet, coffee,,
2298,Chococard (Lapos),Hungary,2019,Dominican Republic,Zorzal,0.71,3," B,S,C",3.25,chunky, spicy, rubbery,,
1708,Szanto Tibor,Hungary,2015,Vietnam,"Ben Tre, Mekong Delta",0.7,3," B,S,C",3.25,smokey, mild citrus,,,
1704,Szanto Tibor,Hungary,2015,Madagascar,Ambolikapiky,0.7,3," B,S,C",3.25,sour orange, fatty,,,
1704,Szanto Tibor,Hungary,2015,Cuba,Baracoa,0.88,3," B,S,C",3.25,rustic, spicy, earthy,,
1668,Szanto Tibor,Hungary,2015,Ecuador,Nacional,0.7,3," B,S,C",3.25,sweet, brownie, sour,,
1193,Szanto Tibor,Hungary,2013,Nicaragua,Cacao Blanco,0.7,3," B,S,C",3.25,sour milk, hot cocoa,,,
939,Szanto Tibor,Hungary,2012,Madagascar,Millot Plantation,0.7,3," B,S,C",3.25,rustic, bright fruit,,,
939,Szanto Tibor,Hungary,2012,Dominican Republic,Santo Domingo,0.7,3," B,S,C",3.25,rustic, large unground pieces,,,
1351,Mesocacao,Honduras,2014,Nicaragua,"La Tronca, Matagalpa",0.7,3," B,S,C",3.25,acidic, pomegrant, brownie,,
1347,Mesocacao,Honduras,2014,Honduras,Honduras,0.8,3," B,S,C",3.25,intense, ham, butterscotch,,
558,Coppeneur,Germany,2010,Venezuela,Ocumare 61,0.72,3," B,S,C",3.25,oily, coffee,,,
558,Coppeneur,Germany,2010,Jamaica,Jamaica,0.72,3," B,S,C",3.25,oily, fatty, rum,,
470,Coppeneur,Germany,2010,Grenada,Grenada,0.72,3," B,S,C",3.25,coffee and cocoa,,,,
445,Coppeneur,Germany,2009,Peru,"Porcelana, Apotequil",0.62,3," B,S,C",3.25,woodsy, nutty,,,
1209,Erithaj (A. Morin),France,2014,Vietnam,"Ba Lai, Mekong Delta",0.74,3," B,S,C",3.25,grit,smoke, wood, blackberry,
1205,Erithaj (A. Morin),France,2014,Vietnam,Ben Tre,0.7,3," B,S,C",3.25,spicy, green, long, intense,
1418,Bonnat,France,2014,Dominican Republic,"Los Colorados, Santo Domingo, Equateur",0.75,3," B,S,C",3.25,roasty, tobacco, earthy,,
1042,Bonnat,France,2013,Gabon,Gabon,0.75,3," B,S,C",3.25,fatty, roasty, black pepper,,
761,Bonnat,France,2011,Jamaica,Jamaique,0.75,3," B,S,C",3.25,oily, creamy, woody,,
1972,Valrhona,France,2017,Blend,"Oriado, Peru, Dom. Rep",0.6,3," B,S,C",3.25,intense, rich, sweet,,
1872,Raoul Boulanger,France,2016,Peru,Piura,0.75,3," B,S,C",3.25,fatty, cocoa,,,
1446,Pralus,France,2015,Peru,Peru,0.75,3," B,S,C",3.25,subdued, floral, nutty, fatty,
705,Adi aka Fijiana (Easy In Ltd),Fiji,2011,Fiji,"Vanua Levu, Toto-A",0.8,3," B,S,C",3.25,spicy and candy-like,,,,
2510,To'ak,Ecuador,2020,Ecuador,"Galapagos, Santa Cruz Island, 2018 h.",0.75,3," B,S,C",3.25,strong floral, oily, bold, grassy,
1680,Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,0.85,3," B,S,C",3.25,oily, spicy, sour,,
1034,Friis Holm (Bonnat),Denmark,2013,Nicaragua,"Barba, Xoco",0.7,3," B,S,C",3.25,oily, burnt black pepper,,,
899,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, double turned, Xoco",0.7,3," B,S,C",3.25,oily, fatty, bold olive,,
899,Friis Holm (Bonnat),Denmark,2012,Honduras,"Red Mayan, Xoco",0.7,3," B,S,C",3.25,spicy, earthy,,,
895,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, triple turned, Xoco",0.7,3," B,S,C",3.25,intense olive, citrus, vegetal,,
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Johe, Xoco",0.7,3," B,S,C",3.25,fatty, leathery, earthy,,
2134,Friis Holm,Denmark,2018,Nicaragua,Rugoso,0.7,3," B,S,C",3.25,high acidity, grassy,,,
2126,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",0.7,3," B,S,C",3.25,woody, grassy, spicy,,
1586,Sibu,Costa Rica,2015,Costa Rica,Oro,0.82,3," B,S,C",3.25,gritty, fatty, coffee,,
1888,Carlotta Chocolat,Colombia,2016,Colombia,Cordoba,0.65,3," B,S,C",3.25,mild smoke, sweet edge,,,
1888,Carlotta Chocolat,Colombia,2016,Colombia,Tumaco,0.65,3," B,S,C",3.25,nutty, grain, late choco,,
2182,Tibito,Colombia,2018,Colombia,"Putumayo, lot 021",0.7,3," B,S,L",3.25,spicy, marshmallow,,,
2486,Finnia,Canada,2020,Blend,"Ucayali (Peru), Papua New G., Tabasco (Mexico)",0.7,3," B,S,C",3.25,fruit, cocoa, fatty,,
1812,Eau de Rose,Canada,2016,Colombia,Arauca,0.7,3," B,S,C",3.25,mild, dried fruit, chocolate,,
1812,Eau de Rose,Canada,2016,Colombia,Tumaco,0.7,3," B,S,C",3.25,dried fruit, strong floral,,,
1343,East Van Roasters,Canada,2014,Peru,"Peru, batch P116",0.7,3," B,S,C",3.25,waxy, spicy, tobacco,,
1832,Chocosol,Canada,2016,Mexico,"Chiapas, Lacandon Jungle, Oaxacom Mtn",0.75,3," B,S,C",3.25,grainy, sweet, whole bean,,
2676,Chaleur B,Canada,2021,Peru,"Maranon, nano-lot #709, bar# 371",0.72,3," B,S,C",3.25,dominate grape, plastic off note,,,
2482,Sweetness,Canada,2020,Papua New Guinea,Papua New Guinea,0.73,3," B,S,C",3.25,savory lemon, ham,,,
2470,Sweetness,Canada,2020,Peru,Ucayali,0.68,3," B,S,C",3.25,burnt black licorice, intense,,,
2016,Soma,Canada,2017,Fiji,Fiji,0.7,3," B,S,C",3.25,creamy, roasty, woody,,
1832,Soma,Canada,2016,Ecuador,"Camino Verde, Black S., batch cvu6030.0",0.7,3," B,S,C",3.25,nutty, banana, harsh ending,,
1339,Soma,Canada,2014,Blend,"Little Big Man, Madagascar & Ecuador",0.7,3," B,S,C",3.25,tart, mild sour,,,
1307,Soma,Canada,2014,Nicaragua,La Dalia,0.7,3," B,S,C",3.25,spicy, woodsy,,,
1173,Soma,Canada,2013,Venezuela,"Orinoco, batch ORI 1",0.7,3," B,S,C",3.25,creamy, nutty, roasty,,
1077,Soma,Canada,2013,Blend,Chef's Blend,0.7,3," B,S,C",3.25,grassy, dairy, mild fatty,,
1030,Soma,Canada,2013,Indonesia,Java,0.7,3," B,S,C",3.25,creamy, smokey, some fruit,,
817,Soma,Canada,2012,Haiti,Noula Coop,0.7,3," B,S,C",3.25,uneven, grassy, roasty,,
2652,Sirene,Canada,2021,India,"Anamalai, Pollachi City",0.73,3," B,S,C",3.25,butterscotch, slight burnt note,,,
2478,McGuire,Canada,2020,Belize,"Maya Mountain, Toledo",0.7,3," B,S,C",3.25,cocoa, strawberry,,,
2478,Kin + Pod,Canada,2020,Colombia,"Tumaco, batch 113",0.7,3," B,S,C",3.25,poor finish, cocoa, grassy,,
2708,Kasama,Canada,2021,Philippines,"Davao, Mindanao, batch 24",0.7,3," B,S,C",3.25,licorice, melon,,,
1097,Hummingbird,Canada,2013,Venezuela,"Ocumare, Cumboto, batch 16",0.7,3," B,S,C",3.25,fatty, gritty, roasty,,
1201,Habitual,Canada,2014,U.S.A.,"Hawai'i Island, Sharkey",0.66,3," B,S,C",3.25,muted, mild fruit, sweet,,
1197,Habitual,Canada,2014,Dominican Republic,Dominican Republic,0.75,3," B,S,C",3.25,chalky, berry, cocoa,,
1069,Q Chocolate,Brazil,2013,Brazil,Brazil,0.8,3," B,S,C",3.25,tannic, fruity, cocoa,,
1057,Q Chocolate,Brazil,2013,Brazil,Brazil,0.75,3," B,S,C",3.25,sticky, intense, roasty, fruit,
935,Q Chocolate,Brazil,2012,Brazil,Brazil,0.65,3," B,S,C",3.25,muted, banana, hot cocoa,,
2732,Nicolas,Brazil,2022,Brazil,"Linhares, lot 0321, 2021 harvest",0.71,3," B,S,C",3.25,molasses, dried fruit,,,
2692,Luisa Abram,Brazil,2021,Brazil,Wild Jurua (limited edition for Caputo's),0.7,3," B,S,C",3.25,mild sweet honey, rum, off,,
2064,Zoto (Chocolatoa),Belgium,2018,Nicaragua,Rugoso,0.75,3," B,S,C",3.25,sandy, basic cocoa,,,
2114,Mike & Becky,Belgium,2018,Peru,"Maranon, 2017 harvest",0.7,3," B,S,C",3.25,complex, true to origin,,,
2112,Mike & Becky,Belgium,2018,India,Idukki,0.7,3," B,S,C",3.25,candy spices, sweet,,,
2262,Legast,Belgium,2019,Costa Rica,Upala,0.7,3," B,S,C",3.25,base cocoa, mild ham, woody,,
2170,Zotter,Austria,2018,Congo,Mountains of the Moon,0.7,3," B,S,C",3.25,fatty, mild nuts, mild fruit,,
1836,Martin Mayer,Austria,2016,Colombia,Tumaco,0.74,3," B,S,C",3.25,sandy, mild floral, mild nutty,,
975,Cravve,Australia,2012,Vanuatu,"Vanuatu, batch 2410",0.64,3," B,S,C",3.25,sandy, sweet, spicy, roasty,
975,Cravve,Australia,2012,Fiji,"Namau Village, N. Taileva P., batch a2812",0.67,3," B,S,C",3.25,acidic, sweet, cucumber,,
975,Cravve,Australia,2012,Brazil,"Bahia, batch a1213",0.65,3," B,S,C",3.25,sandy, sweet, smokey,,
971,Cravve,Australia,2012,Tanzania,"Tanzania, batch a1",0.75,3," B,S,C",3.25,spice, roasty, off fatty note,,
1908,"Smooth Chocolator, The",Australia,2016,Guatemala,"Chimelb, Lanquin, Alta Verapaz, b-GUA001",0.7,3," B,S,C",3.25,gummy, fatty, earthy,,
1618,"Smooth Chocolator, The",Australia,2015,Madagascar,Akesson's Estate,0.65,3," B,S,C",3.25,few grits, sweet, orange,,
2166,Metiisto,Australia,2018,Solomon Islands,"Patovaki, Paspaskato Is",0.72,3," B,S,C",3.25,roasty/smokey, high acidity,,,
1650,Marou,Vietnam,2015,Vietnam,"Tan Phu Dong Island, Heart of Darkness",0.85,2," B,S",3.25,long, mild honey, rich cocoa,,
1692,Cacao de Origen,Venezuela,2015,Venezuela,Rio Caribe,0.75,2," B,S",3.25,spicy, nutty, ends sour,,
1668,Cacao de Origen,Venezuela,2015,Venezuela,Hacienda la Trinidad,0.74,2," B,S",3.25,intense, black licorice, nutty,,
1391,Cacao de Origen,Venezuela,2014,Venezuela,"Macuare; Miranda; Chloe formula, H. La Trinidad",0.74,2," B,S",3.25,nutty, intense, leathery,,
1295,French Broad,U.S.A.,2014,Nicaragua,Matagalpa,0.68,2," B,S",3.25,sweet, tobacco,,,
1916,ENNA,U.S.A.,2016,Honduras,"Wampusirpi, batch 007",0.75,2," B,S",3.25,carrots, heavy roast,,,
1506,Dulcinea,U.S.A.,2015,Dominican Republic,"Dominican Republic, batch 1507",0.7,2," B,S",3.25,coarse, earthy, mild banana,,
2752,Ducrey,U.S.A.,2022,Haiti,Pisa,0.7,2," B,S",3.25,rich brownie, roasty, coffee,,
2752,Ducrey,U.S.A.,2022,Dominican Republic,"Zorzal, Cibao, San Francisco de Macoris",0.7,2," B,S",3.25,tobacco, roasty, hint of fruit,,
1034,Dick Taylor,U.S.A.,2013,Ecuador,"Ecuador, Choc. Garage Exclusive",0.7,2," B,S",3.25,oily, black pepper, roasty,,
769,Dick Taylor,U.S.A.,2011,Ecuador,Ecuador,0.7,2," B,S",3.25,grassy, tea, late sour,,
1920,DAR,U.S.A.,2016,Blend,"DUO, batch 002, Ecuador, Costa Rica",0.7,2," B,S",3.25,floral, licorice, roasty,,
654,Dandelion (aka Brower Ave),U.S.A.,2011,Tanzania,Tanzania,0.7,2," B,S",3.25,cocoa flavor dominates,,,,
654,Dandelion (aka Brower Ave),U.S.A.,2011,Madagascar,Madagascar,0.7,2," B,S",3.25,brownie, red berry,,,
654,Dandelion (aka Brower Ave),U.S.A.,2011,Dominican Republic,Dominican Republic,0.7,2," B,S",3.25,grassy, fruity, brownie,,
2602,Dandelion,U.S.A.,2021,India,"Anamalai, 2019 H., batch 1, nutmeg fermentation",0.7,2," B,S",3.25,orange soda, sour,,,
2550,Dandelion,U.S.A.,2021,Peru,"Piura Blanco, 2015 h.,Norandino Coop, batch 1",0.7,2," B,S",3.25,grape, pungent,,,
2178,Dandelion,U.S.A.,2018,Honduras,"WAMPU, La Mosquitia, 2017 harvest",0.7,2," B,S",3.25,nutty, moderate acidity,,,
1026,Dandelion,U.S.A.,2013,Venezuela,"Patanemo, batch 3",0.7,2," B,S",3.25,licorice, sour, rich cocoa,,
805,Dandelion,U.S.A.,2012,Colombia,Colombian,0.7,2," B,S",3.25,grassy, green, candy spice,,
2502,Crow and Moss,U.S.A.,2020,Ecuador,"Camino Verde, batch 84",0.7,2," B,S",3.25,bold, black tea, floral, banana,
2466,Crow and Moss,U.S.A.,2020,Colombia,"Aruaca, batch 39",0.7,2," B,S",3.25,nutty, citrus,,,
2466,Crow and Moss,U.S.A.,2020,Dominican Republic,"Zorzal, batch 40",0.7,2," B,S",3.25,deep cherry, earthy, rubbery,,
2606,Cocoa Forge,U.S.A.,2021,Madagascar,"Sambirano, batch 236MAsaD77",0.77,2," B,S",3.25,Rich cocoa, tart, papery,,
2598,Chocotenango,U.S.A.,2021,Dominican Republic,Duarte,0.73,2," B,S",3.25,hazelnut, bold, strong roast,,
2594,Chocotenango,U.S.A.,2021,Guatemala,"Chivite, Cahabon River",0.7,2," B,S",3.25,melon, mild spice, cocoa,,
1764,Chocolate Con Amor,U.S.A.,2016,Ecuador,Ecuador,0.7,2," B,S",3.25,molasses, tart, floral,,
1956,Castronovo,U.S.A.,2017,Venezuela,"Patanemo, batch 539",0.7,2," B,S",3.25,nutty, roasty, caramel,,
647,Cacao Prieto,U.S.A.,2011,Dominican Republic,"Dominican Republic, rustic",0.65,2," B,S",3.25,rustic, gritty, sweet, fruit,
2462,Acalli,U.S.A.,2020,Mexico,"Teapa, Tabasco, batch 2",0.74,2," B,S",3.25,herbal, molasses, hammy,,
2114,Bixby,U.S.A.,2018,Dominican Republic,Dominican Republic,0.7,2," B,S",3.25,sweet, sour milk,,,
478,Bittersweet Origins,U.S.A.,2010,Indonesia,"Bali, Singaraja",0.75,2," B,S",3.25,dry, cardamom, medicinal,,
423,Bittersweet Origins,U.S.A.,2009,Madagascar,Sambirano,0.75,2," B,S",3.25,rustic, red berry, woody,,
2522,Xocolatl,U.S.A.,2020,Tanzania,"Kokoa Kamili, Kilombero Valley, batch 1",0.73,2," B,S",3.25,sandy, earthy, hint of tang,,
1042,Woodblock,U.S.A.,2013,Ecuador,"Camino Verde P., Balao, Guayas, batch 1",0.7,2," B,S",3.25,intense, bourbon,,,
1458,Violet Sky,U.S.A.,2015,Peru,Peru,0.77,2," B,S",3.25,chalky, peach, bland,,
2190,Vicuna,U.S.A.,2018,Dominican Republic,San Francisco de Macoris,0.7,2," B,S",3.25,dark berry, roasty,,,
1470,Vicuna,U.S.A.,2015,Bolivia,Palos Blancos + nibs,0.7,2," B,S",3.25,complex, nibs too soft,,,
1470,Vicuna,U.S.A.,2015,Bolivia,Palos Blancos,0.7,2," B,S",3.25,peanut butter, coffee, mint,,
1752,Upchurch,U.S.A.,2016,Tanzania,"Tanzania, Party Bar",0.72,2," B,S",3.25,sandy, sweet, peach,,
1996,twenty-four blackbirds,U.S.A.,2017,Tanzania,Kokoa Kamili,0.75,2," B,S",3.25,dry, floral, woody,,
1022,twenty-four blackbirds,U.S.A.,2013,Dominican Republic,"Dominican Republic, batch 85",0.68,2," B,S",3.25,roasty, sligt burnt, red fruit,,
2664,Triangle Roasters,U.S.A.,2021,Philippines,Malah Na Bulong,0.7,2," B,S",3.25,sticky, butterscotch, sl. Hammy,,
2526,Triangle Roasters,U.S.A.,2020,Haiti,Pisa,0.7,2," B,S",3.25,dominating roast, deep cocoa,,,
2526,Triangle Roasters,U.S.A.,2020,Nicaragua,La Colonia,0.7,2," B,S",3.25,high acidity, toffee, spicy,,
